TOTAL: 3543311
frames, misses, miss rate 
562,512778,0.144717
563,512446,0.144623
564,512103,0.144527
565,511776,0.144434
566,511471,0.144348
567,511152,0.144258
568,510791,0.144156
569,510416,0.144051
570,510130,0.143970
571,509802,0.143877
572,509475,0.143785
573,509133,0.143688
574,508808,0.143597
575,508499,0.143510
576,508171,0.143417
577,507849,0.143326
578,507543,0.143240
579,507213,0.143147
580,506909,0.143061
581,506589,0.142971
582,506272,0.142881
583,505965,0.142794
584,505635,0.142701
585,505310,0.142610
586,505013,0.142526
587,504714,0.142441
588,504367,0.142343
589,504043,0.142252
590,503718,0.142160
591,503403,0.142071
592,503114,0.141990
593,502816,0.141906
594,502497,0.141816
595,502199,0.141732
596,501903,0.141648
597,501627,0.141570
598,501310,0.141481
599,500978,0.141387
600,500648,0.141294
601,500372,0.141216
602,500110,0.141142
603,499803,0.141055
604,499492,0.140968
605,499205,0.140887
606,498901,0.140801
607,498635,0.140726
608,498307,0.140633
609,498056,0.140562
610,497747,0.140475
611,497449,0.140391
612,497133,0.140302
613,496831,0.140217
614,496520,0.140129
615,496211,0.140042
616,495867,0.139945
617,495559,0.139858
618,495276,0.139778
619,494965,0.139690
620,494675,0.139608
621,494341,0.139514
622,494026,0.139425
623,493692,0.139331
624,493404,0.139249
625,493121,0.139170
626,492843,0.139091
627,492542,0.139006
628,492242,0.138921
629,491945,0.138838
630,491648,0.138754
631,491350,0.138670
632,491060,0.138588
633,490770,0.138506
634,490461,0.138419
635,490157,0.138333
636,489864,0.138250
637,489563,0.138165
638,489298,0.138091
639,489000,0.138007
640,488694,0.137920
641,488420,0.137843
642,488121,0.137758
643,487832,0.137677
644,487533,0.137592
645,487246,0.137511
646,486938,0.137425
647,486659,0.137346
648,486368,0.137264
649,486076,0.137181
650,485780,0.137098
651,485527,0.137026
652,485229,0.136942
653,484922,0.136856
654,484618,0.136770
655,484322,0.136686
656,484029,0.136604
657,483737,0.136521
658,483435,0.136436
659,483131,0.136350
660,482802,0.136257
661,482519,0.136177
662,482217,0.136092
663,481925,0.136010
664,481662,0.135936
665,481382,0.135857
666,481093,0.135775
667,480803,0.135693
668,480522,0.135614
669,480223,0.135529
670,479942,0.135450
671,479659,0.135370
672,479341,0.135281
673,479036,0.135194
674,478718,0.135105
675,478430,0.135023
676,478110,0.134933
677,477799,0.134845
678,477498,0.134760
679,477186,0.134672
680,476922,0.134598
681,476624,0.134514
682,476321,0.134428
683,476037,0.134348
684,475753,0.134268
685,475434,0.134178
686,475155,0.134099
687,474880,0.134022
688,474615,0.133947
689,474331,0.133867
690,474059,0.133790
691,473785,0.133713
692,473512,0.133635
693,473235,0.133557
694,472962,0.133480
695,472721,0.133412
696,472454,0.133337
697,472182,0.133260
698,471899,0.133180
699,471610,0.133099
700,471348,0.133025
701,471063,0.132944
702,470795,0.132869
703,470546,0.132798
704,470261,0.132718
705,469990,0.132641
706,469725,0.132567
707,469482,0.132498
708,469185,0.132414
709,468894,0.132332
710,468614,0.132253
711,468335,0.132174
712,468061,0.132097
713,467778,0.132017
714,467498,0.131938
715,467220,0.131860
716,466901,0.131770
717,466623,0.131691
718,466318,0.131605
719,466043,0.131528
720,465769,0.131450
721,465509,0.131377
722,465227,0.131297
723,464929,0.131213
724,464644,0.131133
725,464383,0.131059
726,464080,0.130974
727,463769,0.130886
728,463484,0.130805
729,463188,0.130722
730,462922,0.130647
731,462608,0.130558
732,462303,0.130472
733,462018,0.130392
734,461737,0.130312
735,461453,0.130232
736,461169,0.130152
737,460883,0.130071
738,460609,0.129994
739,460309,0.129909
740,460039,0.129833
741,459774,0.129758
742,459502,0.129682
743,459219,0.129602
744,458913,0.129515
745,458620,0.129433
746,458368,0.129361
747,458107,0.129288
748,457810,0.129204
749,457552,0.129131
750,457290,0.129057
751,457001,0.128976
752,456713,0.128894
753,456423,0.128813
754,456163,0.128739
755,455915,0.128669
756,455624,0.128587
757,455360,0.128513
758,455111,0.128442
759,454848,0.128368
760,454580,0.128292
761,454318,0.128218
762,454077,0.128150
763,453839,0.128083
764,453581,0.128010
765,453357,0.127947
766,453107,0.127877
767,452867,0.127809
768,452623,0.127740
769,452384,0.127673
770,452131,0.127601
771,451883,0.127531
772,451636,0.127462
773,451347,0.127380
774,451103,0.127311
775,450857,0.127242
776,450573,0.127162
777,450328,0.127092
778,450073,0.127020
779,449795,0.126942
780,449540,0.126870
781,449245,0.126787
782,448970,0.126709
783,448720,0.126639
784,448464,0.126566
785,448201,0.126492
786,447960,0.126424
787,447729,0.126359
788,447485,0.126290
789,447265,0.126228
790,447036,0.126163
791,446810,0.126100
792,446576,0.126034
793,446348,0.125969
794,446073,0.125892
795,445868,0.125834
796,445600,0.125758
797,445365,0.125692
798,445139,0.125628
799,444920,0.125566
800,444682,0.125499
801,444439,0.125430
802,444220,0.125369
803,443982,0.125301
804,443739,0.125233
805,443493,0.125163
806,443272,0.125101
807,443035,0.125034
808,442806,0.124970
809,442583,0.124907
810,442323,0.124833
811,442102,0.124771
812,441864,0.124704
813,441641,0.124641
814,441419,0.124578
815,441199,0.124516
816,440987,0.124456
817,440767,0.124394
818,440545,0.124331
819,440329,0.124270
820,440107,0.124208
821,439874,0.124142
822,439630,0.124073
823,439408,0.124011
824,439147,0.123937
825,438905,0.123869
826,438685,0.123807
827,438459,0.123743
828,438255,0.123685
829,438032,0.123622
830,437801,0.123557
831,437580,0.123495
832,437382,0.123439
833,437161,0.123376
834,436936,0.123313
835,436726,0.123254
836,436497,0.123189
837,436271,0.123125
838,436069,0.123068
839,435843,0.123004
840,435608,0.122938
841,435407,0.122881
842,435185,0.122819
843,434974,0.122759
844,434749,0.122696
845,434494,0.122624
846,434269,0.122560
847,434025,0.122491
848,433811,0.122431
849,433598,0.122371
850,433353,0.122302
851,433130,0.122239
852,432906,0.122176
853,432673,0.122110
854,432463,0.122051
855,432234,0.121986
856,432011,0.121923
857,431798,0.121863
858,431574,0.121800
859,431352,0.121737
860,431126,0.121673
861,430899,0.121609
862,430702,0.121554
863,430483,0.121492
864,430246,0.121425
865,430055,0.121371
866,429849,0.121313
867,429647,0.121256
868,429449,0.121200
869,429238,0.121140
870,429027,0.121081
871,428809,0.121019
872,428593,0.120958
873,428391,0.120901
874,428163,0.120837
875,427964,0.120781
876,427744,0.120719
877,427531,0.120659
878,427343,0.120606
879,427127,0.120545
880,426913,0.120484
881,426688,0.120421
882,426466,0.120358
883,426260,0.120300
884,426038,0.120237
885,425822,0.120176
886,425600,0.120114
887,425396,0.120056
888,425170,0.119992
889,424957,0.119932
890,424775,0.119881
891,424545,0.119816
892,424340,0.119758
893,424132,0.119699
894,423917,0.119639
895,423713,0.119581
896,423510,0.119524
897,423302,0.119465
898,423090,0.119405
899,422880,0.119346
900,422680,0.119290
901,422466,0.119229
902,422274,0.119175
903,422033,0.119107
904,421845,0.119054
905,421661,0.119002
906,421460,0.118945
907,421259,0.118889
908,421081,0.118838
909,420891,0.118785
910,420720,0.118736
911,420514,0.118678
912,420332,0.118627
913,420123,0.118568
914,419939,0.118516
915,419746,0.118462
916,419539,0.118403
917,419345,0.118348
918,419109,0.118282
919,418914,0.118227
920,418736,0.118176
921,418564,0.118128
922,418357,0.118070
923,418154,0.118012
924,417978,0.117963
925,417798,0.117912
926,417618,0.117861
927,417422,0.117806
928,417233,0.117752
929,417041,0.117698
930,416828,0.117638
931,416647,0.117587
932,416464,0.117535
933,416256,0.117477
934,416050,0.117418
935,415853,0.117363
936,415647,0.117305
937,415461,0.117252
938,415267,0.117197
939,415090,0.117147
940,414897,0.117093
941,414683,0.117033
942,414469,0.116972
943,414266,0.116915
944,414088,0.116865
945,413899,0.116811
946,413705,0.116757
947,413515,0.116703
948,413325,0.116649
949,413159,0.116603
950,412962,0.116547
951,412797,0.116500
952,412609,0.116447
953,412419,0.116394
954,412243,0.116344
955,412065,0.116294
956,411865,0.116237
957,411670,0.116182
958,411503,0.116135
959,411314,0.116082
960,411128,0.116029
961,410941,0.115977
962,410768,0.115928
963,410571,0.115872
964,410382,0.115819
965,410210,0.115770
966,410024,0.115718
967,409836,0.115665
968,409663,0.115616
969,409475,0.115563
970,409292,0.115511
971,409114,0.115461
972,408910,0.115403
973,408742,0.115356
974,408559,0.115304
975,408364,0.115249
976,408211,0.115206
977,408030,0.115155
978,407857,0.115106
979,407698,0.115061
980,407504,0.115007
981,407309,0.114952
982,407149,0.114906
983,406954,0.114851
984,406780,0.114802
985,406597,0.114751
986,406438,0.114706
987,406233,0.114648
988,406036,0.114592
989,405848,0.114539
990,405668,0.114488
991,405483,0.114436
992,405275,0.114377
993,405107,0.114330
994,404926,0.114279
995,404758,0.114232
996,404574,0.114180
997,404365,0.114121
998,404185,0.114070
999,403999,0.114017
1000,403805,0.113963
1001,403610,0.113908
1002,403439,0.113859
1003,403262,0.113809
1004,403096,0.113763
1005,402923,0.113714
1006,402761,0.113668
1007,402558,0.113611
1008,402392,0.113564
1009,402210,0.113512
1010,402032,0.113462
1011,401844,0.113409
1012,401642,0.113352
1013,401463,0.113302
1014,401291,0.113253
1015,401100,0.113199
1016,400919,0.113148
1017,400752,0.113101
1018,400563,0.113048
1019,400416,0.113006
1020,400232,0.112954
1021,400049,0.112903
1022,399879,0.112855
1023,399694,0.112802
1024,399501,0.112748
1025,399331,0.112700
1026,399148,0.112648
1027,398952,0.112593
1028,398788,0.112547
1029,398639,0.112505
1030,398466,0.112456
1031,398288,0.112406
1032,398090,0.112350
1033,397905,0.112298
1034,397731,0.112248
1035,397575,0.112204
1036,397390,0.112152
1037,397227,0.112106
1038,397076,0.112064
1039,396869,0.112005
1040,396691,0.111955
1041,396507,0.111903
1042,396324,0.111851
1043,396181,0.111811
1044,396000,0.111760
1045,395846,0.111716
1046,395644,0.111659
1047,395462,0.111608
1048,395278,0.111556
1049,395110,0.111509
1050,394940,0.111461
1051,394774,0.111414
1052,394604,0.111366
1053,394436,0.111318
1054,394266,0.111271
1055,394077,0.111217
1056,393896,0.111166
1057,393722,0.111117
1058,393546,0.111067
1059,393375,0.111019
1060,393196,0.110969
1061,393020,0.110919
1062,392829,0.110865
1063,392656,0.110816
1064,392461,0.110761
1065,392273,0.110708
1066,392092,0.110657
1067,391903,0.110604
1068,391740,0.110558
1069,391609,0.110521
1070,391461,0.110479
1071,391308,0.110436
1072,391136,0.110387
1073,390956,0.110336
1074,390798,0.110292
1075,390647,0.110249
1076,390489,0.110205
1077,390324,0.110158
1078,390161,0.110112
1079,389992,0.110064
1080,389818,0.110015
1081,389639,0.109965
1082,389456,0.109913
1083,389292,0.109867
1084,389109,0.109815
1085,388937,0.109767
1086,388740,0.109711
1087,388564,0.109661
1088,388414,0.109619
1089,388233,0.109568
1090,388084,0.109526
1091,387903,0.109475
1092,387746,0.109430
1093,387597,0.109388
1094,387441,0.109344
1095,387243,0.109288
1096,387074,0.109241
1097,386929,0.109200
1098,386786,0.109159
1099,386625,0.109114
1100,386442,0.109062
1101,386294,0.109021
1102,386129,0.108974
1103,385988,0.108934
1104,385824,0.108888
1105,385664,0.108843
1106,385495,0.108795
1107,385335,0.108750
1108,385184,0.108707
1109,385023,0.108662
1110,384853,0.108614
1111,384702,0.108571
1112,384518,0.108519
1113,384353,0.108473
1114,384191,0.108427
1115,384020,0.108379
1116,383843,0.108329
1117,383662,0.108278
1118,383513,0.108236
1119,383350,0.108190
1120,383181,0.108142
1121,382997,0.108090
1122,382827,0.108042
1123,382657,0.107994
1124,382490,0.107947
1125,382319,0.107899
1126,382174,0.107858
1127,381999,0.107808
1128,381841,0.107764
1129,381697,0.107723
1130,381531,0.107676
1131,381381,0.107634
1132,381219,0.107588
1133,381057,0.107543
1134,380880,0.107493
1135,380696,0.107441
1136,380527,0.107393
1137,380353,0.107344
1138,380196,0.107300
1139,380048,0.107258
1140,379877,0.107210
1141,379737,0.107170
1142,379593,0.107129
1143,379436,0.107085
1144,379309,0.107049
1145,379156,0.107006
1146,379008,0.106964
1147,378846,0.106919
1148,378685,0.106873
1149,378521,0.106827
1150,378377,0.106786
1151,378217,0.106741
1152,378071,0.106700
1153,377914,0.106656
1154,377781,0.106618
1155,377609,0.106570
1156,377476,0.106532
1157,377337,0.106493
1158,377175,0.106447
1159,377003,0.106399
1160,376828,0.106349
1161,376661,0.106302
1162,376524,0.106263
1163,376368,0.106219
1164,376217,0.106177
1165,376065,0.106134
1166,375893,0.106085
1167,375751,0.106045
1168,375601,0.106003
1169,375447,0.105959
1170,375307,0.105920
1171,375154,0.105877
1172,375002,0.105834
1173,374858,0.105793
1174,374708,0.105751
1175,374567,0.105711
1176,374413,0.105668
1177,374282,0.105631
1178,374097,0.105578
1179,373954,0.105538
1180,373808,0.105497
1181,373669,0.105458
1182,373526,0.105417
1183,373373,0.105374
1184,373206,0.105327
1185,373078,0.105291
1186,372927,0.105248
1187,372768,0.105203
1188,372614,0.105160
1189,372454,0.105115
1190,372295,0.105070
1191,372148,0.105028
1192,372004,0.104988
1193,371864,0.104948
1194,371721,0.104908
1195,371576,0.104867
1196,371432,0.104826
1197,371284,0.104784
1198,371146,0.104746
1199,371000,0.104704
1200,370845,0.104661
1201,370697,0.104619
1202,370545,0.104576
1203,370397,0.104534
1204,370250,0.104493
1205,370115,0.104455
1206,369982,0.104417
1207,369828,0.104374
1208,369702,0.104338
1209,369564,0.104299
1210,369402,0.104253
1211,369249,0.104210
1212,369089,0.104165
1213,368937,0.104122
1214,368797,0.104083
1215,368670,0.104047
1216,368533,0.104008
1217,368386,0.103967
1218,368242,0.103926
1219,368101,0.103886
1220,367964,0.103848
1221,367802,0.103802
1222,367690,0.103770
1223,367556,0.103732
1224,367437,0.103699
1225,367274,0.103653
1226,367140,0.103615
1227,367008,0.103578
1228,366863,0.103537
1229,366714,0.103495
1230,366554,0.103450
1231,366423,0.103413
1232,366281,0.103373
1233,366147,0.103335
1234,366001,0.103294
1235,365864,0.103255
1236,365738,0.103219
1237,365613,0.103184
1238,365460,0.103141
1239,365322,0.103102
1240,365191,0.103065
1241,365050,0.103025
1242,364931,0.102992
1243,364775,0.102947
1244,364622,0.102904
1245,364479,0.102864
1246,364346,0.102826
1247,364199,0.102785
1248,364071,0.102749
1249,363919,0.102706
1250,363797,0.102671
1251,363668,0.102635
1252,363524,0.102594
1253,363402,0.102560
1254,363261,0.102520
1255,363118,0.102480
1256,362993,0.102445
1257,362860,0.102407
1258,362729,0.102370
1259,362578,0.102327
1260,362442,0.102289
1261,362320,0.102255
1262,362178,0.102215
1263,362053,0.102179
1264,361935,0.102146
1265,361811,0.102111
1266,361681,0.102074
1267,361544,0.102036
1268,361383,0.101990
1269,361256,0.101954
1270,361125,0.101917
1271,360978,0.101876
1272,360845,0.101838
1273,360722,0.101804
1274,360614,0.101773
1275,360456,0.101729
1276,360338,0.101695
1277,360209,0.101659
1278,360075,0.101621
1279,359928,0.101580
1280,359794,0.101542
1281,359631,0.101496
1282,359488,0.101455
1283,359355,0.101418
1284,359221,0.101380
1285,359083,0.101341
1286,358962,0.101307
1287,358841,0.101273
1288,358726,0.101240
1289,358601,0.101205
1290,358467,0.101167
1291,358333,0.101129
1292,358208,0.101094
1293,358051,0.101050
1294,357925,0.101014
1295,357784,0.100974
1296,357641,0.100934
1297,357489,0.100891
1298,357345,0.100851
1299,357190,0.100807
1300,357061,0.100770
1301,356935,0.100735
1302,356790,0.100694
1303,356637,0.100651
1304,356496,0.100611
1305,356359,0.100572
1306,356204,0.100529
1307,356072,0.100491
1308,355941,0.100454
1309,355787,0.100411
1310,355634,0.100368
1311,355492,0.100328
1312,355369,0.100293
1313,355232,0.100254
1314,355088,0.100214
1315,354940,0.100172
1316,354804,0.100133
1317,354676,0.100097
1318,354558,0.100064
1319,354433,0.100029
1320,354313,0.099995
1321,354185,0.099959
1322,354054,0.099922
1323,353923,0.099885
1324,353787,0.099846
1325,353641,0.099805
1326,353505,0.099767
1327,353364,0.099727
1328,353227,0.099688
1329,353081,0.099647
1330,352944,0.099609
1331,352801,0.099568
1332,352656,0.099527
1333,352520,0.099489
1334,352377,0.099449
1335,352252,0.099413
1336,352134,0.099380
1337,352004,0.099343
1338,351878,0.099308
1339,351747,0.099271
1340,351620,0.099235
1341,351498,0.099200
1342,351364,0.099163
1343,351223,0.099123
1344,351085,0.099084
1345,350944,0.099044
1346,350820,0.099009
1347,350683,0.098970
1348,350520,0.098924
1349,350369,0.098882
1350,350217,0.098839
1351,350062,0.098795
1352,349924,0.098756
1353,349781,0.098716
1354,349645,0.098677
1355,349497,0.098636
1356,349349,0.098594
